,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Hanna:WaistLFront,Hanna:WaistLFront,Hanna:WaistLFront,Hanna:WaistRFront,Hanna:WaistRFront,Hanna:WaistRFront,Hanna:WaistLBack,Hanna:WaistLBack,Hanna:WaistLBack,Hanna:WaistRBack,Hanna:WaistRBack,Hanna:WaistRBack,Hanna:BackTop,Hanna:BackTop,Hanna:BackTop,Hanna:Chest,Hanna:Chest,Hanna:Chest,Hanna:BackLeft,Hanna:BackLeft,Hanna:BackLeft,Hanna:BackRight,Hanna:BackRight,Hanna:BackRight,Hanna:HeadTop,Hanna:HeadTop,Hanna:HeadTop,Hanna:HeadFront,Hanna:HeadFront,Hanna:HeadFront,Hanna:HeadSide,Hanna:HeadSide,Hanna:HeadSide,Hanna:LShoulderBack,Hanna:LShoulderBack,Hanna:LShoulderBack,Hanna:LShoulderTop,Hanna:LShoulderTop,Hanna:LShoulderTop,Hanna:LElbowOut,Hanna:LElbowOut,Hanna:LElbowOut,Hanna:LUArmHigh,Hanna:LUArmHigh,Hanna:LUArmHigh,Hanna:LHandOut,Hanna:LHandOut,Hanna:LHandOut,Hanna:LWristOut,Hanna:LWristOut,Hanna:LWristOut,Hanna:LWristIn,Hanna:LWristIn,Hanna:LWristIn,Hanna:RShoulderBack,Hanna:RShoulderBack,Hanna:RShoulderBack,Hanna:RShoulderTop,Hanna:RShoulderTop,Hanna:RShoulderTop,Hanna:RElbowOut,Hanna:RElbowOut,Hanna:RElbowOut,Hanna:RUArmHigh,Hanna:RUArmHigh,Hanna:RUArmHigh,Hanna:RHandOut,Hanna:RHandOut,Hanna:RHandOut,Hanna:RWristOut,Hanna:RWristOut,Hanna:RWristOut,Hanna:RWristIn,Hanna:RWristIn,Hanna:RWristIn,Hanna:LKneeOut,Hanna:LKneeOut,Hanna:LKneeOut,Hanna:LThigh,Hanna:LThigh,Hanna:LThigh,Hanna:LAnkleOut,Hanna:LAnkleOut,Hanna:LAnkleOut,Hanna:LShin,Hanna:LShin,Hanna:LShin,Hanna:LToeOut,Hanna:LToeOut,Hanna:LToeOut,Hanna:LToeIn,Hanna:LToeIn,Hanna:LToeIn,Hanna:LHeel,Hanna:LHeel,Hanna:LHeel,Hanna:LToeTip,Hanna:LToeTip,Hanna:LToeTip,Hanna:RKneeOut,Hanna:RKneeOut,Hanna:RKneeOut,Hanna:RThigh,Hanna:RThigh,Hanna:RThigh,Hanna:RAnkleOut,Hanna:RAnkleOut,Hanna:RAnkleOut,Hanna:RShin,Hanna:RShin,Hanna:RShin,Hanna:RToeOut,Hanna:RToeOut,Hanna:RToeOut,Hanna:RToeIn,Hanna:RToeIn,Hanna:RToeIn,Hanna:RHeel,Hanna:RHeel,Hanna:RHeel,Hanna:RToeTip,Hanna:RToeTip,Hanna:RToeTip
,,8392B20CF49E3572200000005,8392B20CF49E3572200000005,8392B20CF49E3572200000005,8392B20CF49E3572200000006,8392B20CF49E3572200000006,8392B20CF49E3572200000006,8392B20CF49E3572200000007,8392B20CF49E3572200000007,8392B20CF49E3572200000007,8392B20CF49E3572200000008,8392B20CF49E3572200000008,8392B20CF49E3572200000008,8392B20CF49E3572200000009,8392B20CF49E3572200000009,8392B20CF49E3572200000009,8392B20CF49E357220000000C,8392B20CF49E357220000000C,8392B20CF49E357220000000C,8392B20CF49E357220000000A,8392B20CF49E357220000000A,8392B20CF49E357220000000A,8392B20CF49E357220000000B,8392B20CF49E357220000000B,8392B20CF49E357220000000B,8392B20CF49E357220000000D,8392B20CF49E357220000000D,8392B20CF49E357220000000D,8392B20CF49E357220000000E,8392B20CF49E357220000000E,8392B20CF49E357220000000E,8392B20CF49E357220000000F,8392B20CF49E357220000000F,8392B20CF49E357220000000F,8392B20CF49E3572200000011,8392B20CF49E3572200000011,8392B20CF49E3572200000011,8392B20CF49E3572200000010,8392B20CF49E3572200000010,8392B20CF49E3572200000010,8392B20CF49E3572200000012,8392B20CF49E3572200000012,8392B20CF49E3572200000012,8392B20CF49E3572200000013,8392B20CF49E3572200000013,8392B20CF49E3572200000013,8392B20CF49E3572200000014,8392B20CF49E3572200000014,8392B20CF49E3572200000014,8392B20CF49E3572200000015,8392B20CF49E3572200000015,8392B20CF49E3572200000015,8392B20CF49E3572200000016,8392B20CF49E3572200000016,8392B20CF49E3572200000016,8392B20CF49E3572200000018,8392B20CF49E3572200000018,8392B20CF49E3572200000018,8392B20CF49E3572200000017,8392B20CF49E3572200000017,8392B20CF49E3572200000017,8392B20CF49E3572200000019,8392B20CF49E3572200000019,8392B20CF49E3572200000019,8392B20CF49E357220000001A,8392B20CF49E357220000001A,8392B20CF49E357220000001A,8392B20CF49E357220000001B,8392B20CF49E357220000001B,8392B20CF49E357220000001B,8392B20CF49E357220000001C,8392B20CF49E357220000001C,8392B20CF49E357220000001C,8392B20CF49E357220000001D,8392B20CF49E357220000001D,8392B20CF49E357220000001D,8392B20CF49E357220000001F,8392B20CF49E357220000001F,8392B20CF49E357220000001F,8392B20CF49E357220000001E,8392B20CF49E357220000001E,8392B20CF49E357220000001E,8392B20CF49E3572200000021,8392B20CF49E3572200000021,8392B20CF49E3572200000021,8392B20CF49E3572200000020,8392B20CF49E3572200000020,8392B20CF49E3572200000020,8392B20CF49E3572200000023,8392B20CF49E3572200000023,8392B20CF49E3572200000023,8392B20CF49E3572200000022,8392B20CF49E3572200000022,8392B20CF49E3572200000022,8392B20CF49E3572200000024,8392B20CF49E3572200000024,8392B20CF49E3572200000024,8392B20CF49E3572200000025,8392B20CF49E3572200000025,8392B20CF49E3572200000025,8392B20CF49E3572200000027,8392B20CF49E3572200000027,8392B20CF49E3572200000027,8392B20CF49E3572200000026,8392B20CF49E3572200000026,8392B20CF49E3572200000026,8392B20CF49E3572200000029,8392B20CF49E3572200000029,8392B20CF49E3572200000029,8392B20CF49E3572200000028,8392B20CF49E3572200000028,8392B20CF49E3572200000028,8392B20CF49E357220000002B,8392B20CF49E357220000002B,8392B20CF49E357220000002B,8392B20CF49E357220000002A,8392B20CF49E357220000002A,8392B20CF49E357220000002A,8392B20CF49E357220000002C,8392B20CF49E357220000002C,8392B20CF49E357220000002C,8392B20CF49E357220000002D,8392B20CF49E357220000002D,8392B20CF49E357220000002D
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0,-855.829956,939.419067,-1125.627808,-1070.19397,959.854614,-1108.502319,-881.902039,975.912964,-1328.628052,-1039.949341,984.682617,-1327.816284,-956.692871,1312.403809,-1348.991455,-962.218018,1277.076416,-1094.266602,-905.569702,1234.769043,-1342.651611,-1004.298706,1224.500488,-1347.384521,-978.399658,1679.033813,-1266.60376,-965.981934,1651.612305,-1144.507935,-1054.584839,1630.760254,-1232.091431,-853.079041,1315.910889,-1342.559937,-846.825684,1422.814331,-1256.980957,-572.863892,1424.161011,-1246.656128,-697.827393,1359.295532,-1305.157837,-253.50827,1380.501953,-1285.566772,-297.313751,1390.299316,-1276.587891,-308.008728,1393.402832,-1182.197876,-1072.381592,1311.723633,-1351.101318,-1084.086548,1416.31604,-1273.613281,-1397.32312,1381.372925,-1319.861084,-1275.86792,1318.242188,-1333.449951,-1658.985474,1290.151489,-1396.830688,-1608.676025,1320.699341,-1381.272461,-1619.533813,1357.636353,-1295.297485,-804.896179,504.310059,-1225.904785,-861.164856,780.249695,-1106.255981,-792.956665,50.889893,-1276.533569,-851.587708,198.787689,-1223.795776,-800.805969,39.983955,-1134.810669,-888.650146,40.670647,-1125.916382,-867.536743,36.453983,-1343.448608,-841.537354,38.957474,-1090.236816,-1116.925293,468.398071,-1227.246704,-1036.619019,587.243958,-1123.206177,-1107.33728,37.533115,-1283.051636,-1067.141724,313.071838,-1204.485474,-1112.265015,36.912228,-1131.747681,-1024.199585,39.090641,-1124.781738,-1026.452759,31.920031,-1338.616455,-1071.604614,38.846909,-1098.494995
1,0.033333,-855.704895,939.377075,-1125.299927,-1070.129272,959.894958,-1108.335938,-881.683411,975.874634,-1328.276123,-1039.735107,984.670288,-1327.594482,-956.23584,1312.107544,-1348.812134,-962.161011,1277.12915,-1094.227173,-905.238342,1234.622314,-1342.44519,-1003.956177,1224.362061,-1347.290405,-978.091614,1678.977905,-1266.977173,-965.837708,1651.784546,-1144.752075,-1054.317383,1630.769775,-1232.457764,-852.749329,1315.682983,-1342.357178,-846.637268,1422.705566,-1256.93811,-572.664185,1424.253662,-1246.478516,-697.549622,1359.212036,-1304.955688,-253.273392,1380.741821,-1285.074707,-297.08316,1390.542847,-1276.171021,-307.829803,1393.846558,-1181.797485,-1071.987427,1311.529053,-1351.1604,-1083.739868,1416.267944,-1273.89624,-1396.782715,1381.730591,-1321.134521,-1275.366699,1318.338501,-1334.115967,-1658.38147,1290.813599,-1398.67749,-1608.042114,1321.258545,-1383.067139,-1619.11731,1358.707886,-1297.454102,-804.825256,504.282227,-1225.553101,-861.083862,780.214233,-1105.943848,-792.940125,50.902416,-1276.529785,-851.592712,198.765244,-1223.676758,-800.793213,39.975658,-1134.809326,-888.647522,40.672043,-1125.900391,-867.517029,36.464451,-1343.435303,-841.530396,38.94598,-1090.229126,-1116.837769,468.400513,-1227.108643,-1036.573975,587.231873,-1123.031982,-1107.317505,37.540852,-1283.031616,-1067.058838,313.075806,-1204.381348,-1112.248901,36.910641,-1131.743408,-1024.18457,39.102791,-1124.772461,-1026.435913,31.92231,-1338.605591,-1071.567871,38.70385,-1098.446289
2,0.066667,-855.66449,939.337708,-1124.880981,-1070.107544,959.886719,-1108.119019,-881.424866,975.843079,-1327.834595,-1039.524048,984.653076,-1327.369629,-955.799377,1311.890015,-1348.664307,-962.136658,1277.087524,-1094.214478,-904.868896,1234.454712,-1342.183228,-1003.632874,1224.251831,-1347.225586,-977.782349,1678.92981,-1267.25647,-965.696777,1651.890747,-1144.970215,-1054.085693,1630.772583,-1232.80542,-852.391541,1315.471802,-1342.133179,-846.342712,1422.560059,-1256.802612,-572.471497,1424.223877,-1246.228271,-697.282593,1359.053955,-1304.700439,-253.022964,1380.752075,-1284.611084,-296.834412,1390.541504,-1275.718018,-307.870117,1393.93811,-1181.504761,-1071.536987,1311.360962,-1351.230469,-1083.355103,1416.200073,-1274.110229,-1396.226685,1381.998169,-1322.293823,-1274.908081,1318.401001,-1334.71875,-1657.70752,1291.312988,-1400.521606,-1607.389038,1321.745483,-1384.837158,-1618.644531,1359.424438,-1299.288208,-804.801636,504.247894,-1225.201904,-861.046509,780.162476,-1105.526611,-792.939392,50.919113,-1276.501099,-851.589661,198.722092,-1223.561035,-800.804626,40.008167,-1134.799927,-888.674866,40.686733,-1125.892456,-867.519836,36.488312,-1343.430786,-841.533752,38.954262,-1090.211914,-1116.731079,468.420837,-1227.053955,-1036.533691,587.197815,-1122.870605,-1107.301758,37.589161,-1283.047607,-1067.037476,313.061432,-1204.324341,-1112.24353,36.936676,-1131.753296,-1024.187378,39.100273,-1124.763428,-1026.414551,31.935595,-1338.603271,-1071.551758,38.714653,-1098.447144
3,0.1,-855.658813,939.269287,-1124.398071,-1070.107422,959.852051,-1107.91333,-881.150574,975.774475,-1327.358521,-1039.256714,984.60675,-1327.119873,-955.415894,1311.723877,-1348.543823,-962.146606,1277.067505,-1094.136963,-904.527039,1234.277832,-1341.946899,-1003.178711,1224.060425,-1347.094971,-977.397644,1678.887207,-1267.473267,-965.57196,1651.959961,-1145.182373,-1053.7677,1630.757935,-1233.165283,-851.985046,1315.210205,-1341.891602,-846.05957,1422.42688,-1256.645996,-572.209839,1424.012085,-1245.920776,-696.992126,1358.795654,-1304.396362,-252.768692,1380.504883,-1284.11084,-296.628876,1390.307739,-1275.223145,-307.668091,1393.717896,-1181.069458,-1071.098267,1311.196655,-1351.300293,-1082.952637,1416.124512,-1274.251465,-1395.644165,1382.26062,-1323.370483,-1274.473145,1318.558228,-1335.509766,-1657.081543,1291.685425,-1402.240723,-1606.704346,1322.070435,-1386.507446,-1618.103516,1360.098145,-1301.091187,-804.782593,504.200531,-1224.848511,-861.130798,780.049133,-1105.136108,-792.94519,50.919117,-1276.499023,-851.630859,198.68309,-1223.467163,-800.815613,39.999783,-1134.795532,-888.675171,40.685474,-1125.895142,-867.516663,36.511295,-1343.423828,-841.546875,38.941021,-1090.211304,-1116.685913,468.423096,-1227.010132,-1036.536133,587.161621,-1122.732788,-1107.309692,37.607841,-1283.039429,-1066.99292,313.044098,-1204.245972,-1112.266357,36.917183,-1131.734375,-1024.203125,39.093513,-1124.764038,-1026.405396,31.927786,-1338.588257,-1071.610107,38.829586,-1098.480957
4,0.133333,-855.702942,939.219849,-1123.89624,-1070.183105,959.908752,-1107.745483,-880.894287,975.749451,-1326.869629,-1038.994385,984.615295,-1326.862305,-954.993164,1311.496216,-1348.384399,-962.159546,1277.104736,-1094.05835,-904.141968,1234.08667,-1341.666016,-1002.797607,1223.915649,-1346.973267,-976.937195,1678.827148,-1267.692627,-965.448608,1652.045532,-1145.396729,-1053.420654,1630.78772,-1233.570923,-851.580566,1314.929443,-1341.64563,-845.751221,1422.263672,-1256.528931,-571.786987,1423.660034,-1245.621948,-696.638184,1358.46106,-1304.092896,-252.416885,1379.97168,-1283.618408,-296.218536,1389.81665,-1274.782837,-307.420135,1393.38501,-1180.591064,-1070.672119,1311.098145,-1351.39502,-1082.48584,1416.099854,-1274.461914,-1395.108032,1382.462402,-1324.409912,-1273.930664,1318.560425,-1336.072021,-1656.36499,1291.83313,-1403.719604,-1606.006958,1322.180176,-1388.031982,-1617.562622,1360.761841,-1302.821289,-804.74939,504.189301,-1224.490112,-861.227661,779.954285,-1104.677856,-792.932251,50.945442,-1276.481934,-851.660461,198.66301,-1223.364624,-800.822021,40.013988,-1134.796265,-888.677063,40.66172,-1125.88147,-867.506958,36.52935,-1343.423096,-841.555725,38.940659,-1090.216309,-1116.656006,468.433899,-1227.001465,-1036.610962,587.127258,-1122.62207,-1107.272461,37.606907,-1283.02063,-1067.032715,313.080994,-1204.198486,-1112.268555,36.914387,-1131.730835,-1024.197144,39.107536,-1124.749146,-1026.394897,31.931158,-1338.59375,-1071.569946,38.699856,-1098.428223
5,0.166667,-855.807129,939.066772,-1123.317505,-1070.288086,959.95636,-1107.563232,-880.671204,975.763489,-1326.406128,-1038.744629,984.621338,-1326.598633,-954.467041,1311.241455,-1348.261719,-962.116455,1277.108398,-1094.00708,-903.744141,1233.863281,-1341.35498,-1002.391724,1223.808594,-1346.843872,-976.482544,1678.789795,-1267.893921,-965.278381,1652.145752,-1145.590698,-1053.034302,1630.807739,-1233.935425,-851.142456,1314.651855,-1341.396729,-845.405029,1422.083008,-1256.420288,-571.42688,1423.323486,-1245.35791,-696.324768,1358.150146,-1303.835938,-251.999252,1379.225708,-1283.063477,-295.90332,1389.168091,-1274.328125,-307.118622,1392.854858,-1180.100464,-1070.186768,1310.975098,-1351.524414,-1082.076416,1416.093872,-1274.730469,-1394.501953,1382.652344,-1325.455322,-1273.359375,1318.624146,-1336.617065,-1655.596191,1291.920776,-1405.094238,-1605.321289,1322.34082,-1389.416382,-1617.011963,1361.406372,-1304.509521,-804.759338,504.164093,-1224.101685,-861.37262,779.828125,-1104.228516,-792.931335,50.949184,-1276.456665,-851.662048,198.647308,-1223.255371,-800.828308,40.025444,-1134.783813,-888.688416,40.684032,-1125.878052,-867.493469,36.565105,-1343.43042,-841.541016,38.940491,-1090.20166,-1116.64978,468.4422,-1227.053345,-1036.764282,587.095398,-1122.524658,-1107.270996,37.628094,-1283.025513,-1067.040405,313.084137,-1204.196655,-1112.266846,36.930626,-1131.738892,-1024.211426,39.111259,-1124.739502,-1026.390137,31.948055,-1338.58313,-1071.566772,38.709332,-1098.421509
